generation ,engine,start_of_production,powertrain_architecture,body_type,seats,doors,acceleration_0-100km/h,maximum_speed,weight-to-power_ratio,weight-to-torque_ratio,power,power_per_litre,torque,engine_layout,engine_displacement,number_of_cylinders,engine_configuration,fuel_tank_capacity,length,width,height,drive_wheel,number_of_gears_and_type_of_gearbox,fuel_consumption_combined,end_of_production
"911 (996, facelift 2001)",Carrera 3.6 (320 Hp) Tiptronic S ,2001,Internal Combustion engine ,Coupe ,4,2,5.5,280,"4.5 kg/Hp, 224.6 Hp/tonne ","3.9 kg/Nm, 259.6 Nm/tonne ",320 Hp @ 6800 rpm. ,89,370 Nm @ 4250 rpm.,"Rear, Longitudinal ",3596,6,Boxer ,64,4430,1770,1305,Rear wheel drive ,"5 gears, automatic transmission Tiptronic S ",11.3,2004
"911 (996, facelift 2001)",Carrera 3.6 (320 Hp) ,2001,Internal Combustion engine ,Coupe ,4,2,5,285,"4.3 kg/Hp, 233.6 Hp/tonne ","3.7 kg/Nm, 270.1 Nm/tonne ",320 Hp @ 6800 rpm. ,89,370 Nm @ 4250 rpm.,"Rear, Longitudinal ",3596,6,Boxer ,64,4430,1770,1305,Rear wheel drive ,"6 gears, manual transmission ",11.1,2004
911 Cabriolet (996),Carrera 4 3.4 (300 Hp) Tiptronic S ,1998,Internal Combustion engine ,Cabriolet ,4,2,6.2,275,,,300 Hp @ 6800 rpm. ,88.6,350 Nm @ 4600 rpm.,"Rear, Longitudinal ",3387,6,Boxer ,,4430,1765,1305,All wheel drive (4x4) ,"5 gears, automatic transmission Tiptronic S ",12,2001
911 Cabriolet (996),Carrera 4 3.4 (300 Hp) ,1998,Internal Combustion engine ,Cabriolet ,4,2,5.4,280,"4.8 kg/Hp, 206.9 Hp/tonne ","4.1 kg/Nm, 241.4 Nm/tonne ",300 Hp @ 6800 rpm. ,88.6,350 Nm @ 4600 rpm.,"Rear, Longitudinal ",3387,6,Boxer ,64,4430,1765,1305,All wheel drive (4x4) ,"6 gears, manual transmission ",12,2001
911 Cabriolet (996),Carrera 3.4 (300 Hp) Tiptronic S ,1998,Internal Combustion engine ,Cabriolet ,4,2,6.2,275,"4.8 kg/Hp, 208.3 Hp/tonne ","4.1 kg/Nm, 243.1 Nm/tonne ",300 Hp @ 6800 rpm. ,88.6,350 Nm @ 4600 rpm.,"Rear, Longitudinal ",3387,6,Boxer ,,4430,1765,1305,Rear wheel drive ,"5 gears, automatic transmission Tiptronic S ",12,2001
911 Cabriolet (996),Carrera 3.4 (300 Hp) ,1998,Internal Combustion engine ,Cabriolet ,4,2,5.4,280,"4.7 kg/Hp, 215.1 Hp/tonne ","4 kg/Nm, 250.9 Nm/tonne ",300 Hp @ 6800 rpm. ,88.6,350 Nm @ 4600 rpm.,"Rear, Longitudinal ",3387,6,Boxer ,64,4430,1765,1305,Rear wheel drive ,"6 gears, manual transmission ",,2001
911 (996),GT3 3.6 (360 Hp) ,1999,Internal Combustion engine ,Coupe ,2,2,4.8,302,"3.8 kg/Hp, 266.7 Hp/tonne ","3.6 kg/Nm, 274.1 Nm/tonne ",360 Hp @ 7200 rpm. ,100,370 Nm @ 5000 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,89,4430,1765,1270,Rear wheel drive ,"6 gears, manual transmission ",12.9,2001
911 (996),Carrera 4 3.4 (300 Hp) Tiptronic S ,1998,Internal Combustion engine ,Coupe ,4,2,6,275,"4.7 kg/Hp, 211.3 Hp/tonne ","4.1 kg/Nm, 246.5 Nm/tonne ",300 Hp @ 6800 rpm. ,88.6,350 Nm @ 4600 rpm.,"Rear, Longitudinal ",3387,6,Boxer ,64,4430,1765,1305,All wheel drive (4x4) ,"5 gears, automatic transmission Tiptronic S ",,2001
911 (996),Carrera 4 3.4 (300 Hp) ,1998,Internal Combustion engine ,Coupe ,4,2,5.2,280,"4.6 kg/Hp, 218.2 Hp/tonne ","3.9 kg/Nm, 254.5 Nm/tonne ",300 Hp @ 6800 rpm. ,88.6,350 Nm @ 4600 rpm.,"Rear, Longitudinal ",3387,6,Boxer ,64,4430,1765,1305,All wheel drive (4x4) ,"6 gears, manual transmission ",,2001
911 (996),Carrera 3.4 (300 Hp) Tiptronic S ,1997,Internal Combustion engine ,Coupe ,4,2,,274,"4.6 kg/Hp, 219.8 Hp/tonne ","3.9 kg/Nm, 256.4 Nm/tonne ",300 Hp @ 6800 rpm. ,88.6,350 Nm @ 4600 rpm.,"Rear, Longitudinal ",3387,6,Boxer ,64,4430,1765,1305,Rear wheel drive ,"5 gears, automatic transmission Tiptronic S ",,2001
911 (996),Carrera 3.4 (300 Hp) ,1997,Internal Combustion engine ,Coupe ,4,2,,280,"4.4 kg/Hp, 227.3 Hp/tonne ","3.8 kg/Nm, 265.2 Nm/tonne ",300 Hp @ 6800 rpm. ,88.6,350 Nm @ 4600 rpm.,"Rear, Longitudinal ",3387,6,Boxer ,64,4430,1765,1305,Rear wheel drive ,"6 gears, manual transmission ",,2001
911 Targa (993),3.6 (285 Hp) Tiptronic ,1996,Internal Combustion engine ,Targa ,4,2,5.4,275,"5 kg/Hp, 200 Hp/tonne ","4.2 kg/Nm, 238.6 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,Rear wheel drive ,"4 gears, automatic transmission ",12.4,1997
911 Targa (993),3.6 (285 Hp) ,1996,Internal Combustion engine ,Targa ,4,2,5.4,275,"4.9 kg/Hp, 203.6 Hp/tonne ","4.1 kg/Nm, 242.9 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,Rear wheel drive ,"6 gears, manual transmission ",12.4,1997
911 (993),Turbo 3.6 (408 Hp) ,1995,Internal Combustion engine ,Coupe ,4,2,4.5,290,"3.7 kg/Hp, 272 Hp/tonne ","2.8 kg/Nm, 360 Nm/tonne ",408 Hp @ 5750 rpm. ,113.3,540 Nm @ 4500 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1795,1285,All wheel drive (4x4) ,"6 gears, manual transmission ",15.7,1998
911 (993),GT2 3.6 (430 Hp) ,1995,Internal Combustion engine ,Coupe ,2,2,4.4,295,"3 kg/Hp, 333.3 Hp/tonne ","2.4 kg/Nm, 418.6 Nm/tonne ",430 Hp @ 5750 rpm. ,119.4,540 Nm @ 4500 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,92,4245,1855,1270,Rear wheel drive ,"6 gears, manual transmission ",,1997
911 (993),Carrera RS 3.8 (300 Hp) ,1995,Internal Combustion engine ,Coupe ,2,2,5,277,"4.2 kg/Hp, 236.2 Hp/tonne ","3.6 kg/Nm, 279.5 Nm/tonne ",300 Hp @ 6500 rpm. ,80.1,355 Nm @ 5400 rpm.,"Rear, Longitudinal ",3746,6,Boxer ,92,4245,1735,1270,Rear wheel drive ,"6 gears, manual transmission ",12.4,1997
911 (993),Carrera 4S 3.6 (285 Hp) ,1995,Internal Combustion engine ,Coupe ,4,2,5.3,270,"5.1 kg/Hp, 196.6 Hp/tonne ","4.3 kg/Nm, 234.5 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1795,1285,All wheel drive (4x4) ,"6 gears, manual transmission ",12.8,1997
911 (993),Carrera 4 3.6 (285 Hp) ,1995,Internal Combustion engine ,Coupe ,4,2,5.3,275,"5 kg/Hp, 200.7 Hp/tonne ","4.2 kg/Nm, 239.4 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,All wheel drive (4x4) ,"6 gears, manual transmission ",12.6,1997
911 (993),Carrera 3.6 (285 Hp) Tiptronic ,1995,Internal Combustion engine ,Coupe ,4,2,5.4,275,"4.9 kg/Hp, 204.3 Hp/tonne ","4.1 kg/Nm, 243.7 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,Rear wheel drive ,"4 gears, automatic transmission Tiptronic S ",12.2,1997
911 (993),Carrera 3.6 (285 Hp) ,1995,Internal Combustion engine ,Coupe ,4,2,5.4,275,"4.8 kg/Hp, 208 Hp/tonne ","4 kg/Nm, 248.2 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,Rear wheel drive ,"6 gears, manual transmission ",12.2,1997
911 (993),Carrera 4 3.6 (272 Hp) ,1995,Internal Combustion engine ,Coupe ,4,2,5.5,270,"5.3 kg/Hp, 188.9 Hp/tonne ","4.4 kg/Nm, 229.2 Nm/tonne ",272 Hp @ 6100 rpm. ,75.6,330 Nm @ 5000 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,All wheel drive (4x4) ,"6 gears, manual transmission ",,1997
911 (993),Carrera 3.6 (272 Hp) Tritronic ,1994,Internal Combustion engine ,Coupe ,4,2,5.6,270,"5.2 kg/Hp, 192.2 Hp/tonne ","4.3 kg/Nm, 233.2 Nm/tonne ",272 Hp @ 6100 rpm. ,75.6,330 Nm @ 5000 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,Rear wheel drive ,"4 gears, automatic transmission Tiptronic S ",,1997
911 (993),Carrera 3.6 (272 Hp) ,1994,Internal Combustion engine ,Coupe ,4,2,5.6,270,"5.1 kg/Hp, 195.7 Hp/tonne ","4.2 kg/Nm, 237.4 Nm/tonne ",272 Hp @ 6100 rpm. ,75.6,330 Nm @ 5000 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4260,1735,1315,Rear wheel drive ,"6 gears, manual transmission ",,1997
911 Cabriolet (993),Turbo 3.6 (365 Hp) ,1995,Internal Combustion engine ,Cabriolet ,4,2,,,,,365 Hp @ 5500 rpm. ,101.4,495 Nm @ 4200 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,92,,,,Rear wheel drive ,"5 gears, manual transmission ",,1995
911 Cabriolet (993),Carrera 4 3.6 (285 Hp) ,1995,Internal Combustion engine ,Cabriolet ,4,2,5.3,275,"5 kg/Hp, 200.7 Hp/tonne ","4.2 kg/Nm, 239.4 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,All wheel drive (4x4) ,"6 gears, manual transmission ",12.6,1997
911 Cabriolet (993),Carrera 3.6 (285 Hp) Tiptronic ,1995,Internal Combustion engine ,Cabriolet ,4,2,5.4,275,"4.9 kg/Hp, 204.3 Hp/tonne ","4.1 kg/Nm, 243.7 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,Rear wheel drive ,"4 gears, automatic transmission Tiptronic S ",12.2,1997
911 Cabriolet (993),Carrera 3.6 (285 Hp) ,1995,Internal Combustion engine ,Cabriolet ,4,2,5.4,275,"4.8 kg/Hp, 208 Hp/tonne ","4 kg/Nm, 248.2 Nm/tonne ",285 Hp @ 6100 rpm. ,79.2,340 Nm @ 5250 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4245,1735,1300,Rear wheel drive ,"6 gears, manual transmission ",12.2,1997
911 Cabriolet (993),Carrera 4 3.6 (272 Hp) ,1994,Internal Combustion engine ,Cabriolet ,4,2,,,,,272 Hp @ 6100 rpm. ,75.6,330 Nm @ 5000 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,71,4245,1735,1300,All wheel drive (4x4) ,"6 gears, manual transmission ",,1997
911 Cabriolet (993),Carrera 3.6 (272 Hp) Tiptronic ,1994,Internal Combustion engine ,Cabriolet ,4,2,5.6,270,"5 kg/Hp, 198.5 Hp/tonne ","4.2 kg/Nm, 240.9 Nm/tonne ",272 Hp @ 6100 rpm. ,75.6,330 Nm @ 5000 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,74,4245,1735,1300,Rear wheel drive ,"4 gears, automatic transmission Tiptronic S ",11.5,1997
911 Cabriolet (993),Carrera 3.6 (272 Hp) ,1994,Internal Combustion engine ,Cabriolet ,4,2,5.6,270,"5 kg/Hp, 198.5 Hp/tonne ","4.2 kg/Nm, 240.9 Nm/tonne ",272 Hp @ 6100 rpm. ,75.6,330 Nm @ 5000 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,74,4245,1735,1300,Rear wheel drive ,"6 gears, manual transmission ",11.5,1997
911 Cabriolet (964),Carrera 4 3.6 (250 Hp) ,1989,Internal Combustion engine ,Cabriolet ,4,2,5.7,260,,,250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4250,1650,1310,All wheel drive (4x4) ,"5 gears, manual transmission ",9.5,1994
911 Cabriolet (964),Carrera 3.6 (250 Hp) ,1989,Internal Combustion engine ,Cabriolet ,4,2,5.9,260,,,250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4250,1650,1310,Rear wheel drive ,"5 gears, manual transmission ",9.7,1993
911 Targa (964),Carrera 4 3.6 (250 Hp) ,1989,Internal Combustion engine ,Targa ,4,2,5.7,260,"5.8 kg/Hp, 172.4 Hp/tonne ","4.7 kg/Nm, 213.8 Nm/tonne ",250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4250,1652,1310,All wheel drive (4x4) ,"5 gears, manual transmission ",,1993
911 Targa (964),Carrera 2 3.6 (250 Hp) Tiptronic ,1989,Internal Combustion engine ,Targa ,4,2,6.6,256,"5.5 kg/Hp, 181.2 Hp/tonne ","4.5 kg/Nm, 224.6 Nm/tonne ",250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4250,1652,1310,Rear wheel drive ,"4 gears, automatic transmission Tiptronic ",,1993
911 Targa (964),Carrera 2 3.6 (250 Hp) ,1989,Internal Combustion engine ,Targa ,4,2,5.7,260,"5.4 kg/Hp, 185.2 Hp/tonne ","4.4 kg/Nm, 229.6 Nm/tonne ",250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4250,1652,1310,Rear wheel drive ,"5 gears, manual transmission ",,1993
911 (964),Turbo S 3.6 (385 Hp) ,1993,Internal Combustion engine ,Coupe ,4,2,,,,,385 Hp @ 5750 rpm. ,106.9,520 Nm @ 4200 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,,4250,1775,,Rear wheel drive ,"5 gears, manual transmission ",,1993
911 (964),Turbo S 3.3 (381 Hp) ,1992,Internal Combustion engine ,Coupe ,4,2,,,,,381 Hp @ 5750 rpm. ,115.5,508 Nm @ 5000 rpm.,"Rear, Longitudinal ",3299,6,Boxer ,,4250,1775,,Rear wheel drive ,"5 gears, manual transmission ",,1993
911 (964),Turbo 3.6 (360 Hp) ,1993,Internal Combustion engine ,Coupe ,4,2,4.8,280,,,360 Hp @ 5500 rpm. ,100,520 Nm @ 4200 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4275,1775,1290,Rear wheel drive ,"5 gears, manual transmission ",10.3,1993
911 (964),Turbo 3.3 (320 Hp) ,1990,Internal Combustion engine ,Coupe ,4,2,5,270,"4.6 kg/Hp, 217.7 Hp/tonne ","3.3 kg/Nm, 306.1 Nm/tonne ",320 Hp @ 5750 rpm. ,97,450 Nm @ 4500 rpm.,"Rear, Longitudinal ",3299,6,Boxer ,77,4250,1775,1310,Rear wheel drive ,"5 gears, manual transmission ",,1993
911 (964),Carrera RS 3.6 (260 Hp) ,1991,Internal Combustion engine ,Coupe ,4,2,5.4,260,"4.8 kg/Hp, 209.7 Hp/tonne ","3.9 kg/Nm, 253.2 Nm/tonne ",260 Hp @ 6100 rpm. ,72.2,314 Nm @ 5600 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4250,1650,1310,Rear wheel drive ,"5 gears, manual transmission ",,1993
911 (964),Carrera 4 3.6 (250 Hp) ,1989,Internal Combustion engine ,Coupe ,4,2,5.7,260,"5.8 kg/Hp, 172.4 Hp/tonne ","4.7 kg/Nm, 213.8 Nm/tonne ",250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4250,1652,1310,All wheel drive (4x4) ,"5 gears, manual transmission ",,1993
911 (964),Carrera 2 3.6 (250 Hp) Tiptronic ,1989,Internal Combustion engine ,Coupe ,4,2,6.6,256,"5.5 kg/Hp, 181.2 Hp/tonne ","4.5 kg/Nm, 224.6 Nm/tonne ",250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4250,1652,1310,Rear wheel drive ,"4 gears, automatic transmission Tiptronic S ",,1993
911 (964),Carrera 2 3.6 (250 Hp) ,1989,Internal Combustion engine ,Coupe ,4,2,5.7,260,"5.4 kg/Hp, 185.2 Hp/tonne ","4.4 kg/Nm, 229.6 Nm/tonne ",250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,Boxer ,77,4250,1652,1310,Rear wheel drive ,"5 gears, manual transmission ",,1993
911 Speedster,3.6 (250 Hp) Tiptronic ,1989,Internal Combustion engine ,Cabriolet ,2,2,5.7,260,"5.4 kg/Hp, 185.2 Hp/tonne ","4.4 kg/Nm, 229.6 Nm/tonne ",250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,,77,4250,1652,1280,Rear wheel drive ,"4 gears, automatic transmission Tiptronic ",,1989
911 Speedster,3.6 (250 Hp) ,1989,Internal Combustion engine ,Cabriolet ,2,2,5.7,260,"5.4 kg/Hp, 185.2 Hp/tonne ","4.4 kg/Nm, 229.6 Nm/tonne ",250 Hp @ 6100 rpm. ,69.4,310 Nm @ 4800 rpm.,"Rear, Longitudinal ",3600,6,,77,4250,1652,1280,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Cabriolet (Type 930),3.3 Turbo (300 Hp) ,1987,Internal Combustion engine ,Cabriolet ,4,2,5.4,260,,,300 Hp @ 5500 rpm. ,90.9,430 Nm @ 4000 rpm.,"Rear, Longitudinal ",3299,6,Boxer ,80.5,4291,1775,1310,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Targa (Type 930),3.3 Turbo (300 Hp) ,1987,Internal Combustion engine ,Targa ,4,2,5.2,260,,,300 Hp @ 5500 rpm. ,90.9,430 Nm @ 4000 rpm.,"Rear, Longitudinal ",3299,6,Boxer ,80.5,4291,1775,1310,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Cabriolet (G),3.2 Carrera (231 Hp) ,1986,Internal Combustion engine ,Cabriolet ,4,2,6.1,245,,,231 Hp @ 5900 rpm. ,73,284 Nm @ 4800 rpm.,"Rear, Longitudinal ",3164,6,Boxer ,85,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Cabriolet (G),3.2 Carrera CAT (218 Hp) ,1986,Internal Combustion engine ,Cabriolet ,4,2,,240,"5.7 kg/Hp, 174.4 Hp/tonne ","4.7 kg/Nm, 211.2 Nm/tonne ",218 Hp @ 5900 rpm. ,68.9,264 Nm @ 4800 rpm.,"Rear, Longitudinal ",3164,6,Boxer ,85,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Cabriolet (G),3.2 Carrera CAT (207 Hp) ,1984,Internal Combustion engine ,Cabriolet ,4,2,6.5,235,"6 kg/Hp, 165.6 Hp/tonne ","4.8 kg/Nm, 209.6 Nm/tonne ",207 Hp @ 5900 rpm. ,65.4,262 Nm @ 4800 rpm.,"Rear, Longitudinal ",3164,6,Boxer ,85,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Cabriolet (G),3.0 SC (204 Hp) ,1982,Internal Combustion engine ,Cabriolet ,4,2,,,,,204 Hp @ 5900 rpm. ,68.1,267 Nm @ 4300 rpm.,"Rear, Longitudinal ",2994,6,Boxer ,80,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1983
911 Coupe (Type 930),3.3 Turbo S (330 Hp) ,1984,Internal Combustion engine ,Coupe ,4,2,,270,"4 kg/Hp, 247.2 Hp/tonne ","2.9 kg/Nm, 349.8 Nm/tonne ",330 Hp @ 5750 rpm. ,100.1,467 Nm @ 4500 rpm.,"Rear, Longitudinal ",3297,6,Boxer ,85,4291,1775,1280,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Coupe (Type 930),3.3 Turbo (301 Hp) ,1978,Internal Combustion engine ,Coupe ,4,2,5.4,260,"4.3 kg/Hp, 231.5 Hp/tonne ","3.2 kg/Nm, 316.9 Nm/tonne ",301 Hp @ 5500 rpm. ,91.2,412 Nm @ 4000 rpm.,"Rear, Longitudinal ",3299,6,Boxer ,80,4291,1775,1310,Rear wheel drive ,"4 gears, manual transmission ",10.5,1987
911 Coupe (Type 930),3.3 Turbo (300 Hp) 5MT ,1987,Internal Combustion engine ,Coupe ,4,2,5.2,260,"4.5 kg/Hp, 224.7 Hp/tonne ","3.1 kg/Nm, 322.1 Nm/tonne ",300 Hp @ 5500 rpm. ,90.9,430 Nm @ 4000 rpm.,"Rear, Longitudinal ",3299,6,Boxer ,80.5,4291,1775,1310,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Coupe (Type 930),3.3 Turbo (282 Hp) ,1984,Internal Combustion engine ,Coupe ,4,2,5.4,260,"4.7 kg/Hp, 211.2 Hp/tonne ","3.4 kg/Nm, 292.1 Nm/tonne ",282 Hp @ 5500 rpm. ,85.5,390 Nm @ 4000 rpm.,"Rear, Longitudinal ",3299,6,Boxer ,85,4291,1775,1310,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Coupe (Type 930),3.0 Turbo (260 Hp) ,1975,Internal Combustion engine ,Coupe ,4,2,5.5,250,"4.4 kg/Hp, 228.1 Hp/tonne ","3.3 kg/Nm, 300.9 Nm/tonne ",260 Hp @ 5500 rpm. ,86.9,343 Nm @ 4000 rpm.,"Rear, Longitudinal ",2993,6,Boxer ,80,4291,1775,1304-1320,Rear wheel drive ,"4 gears, manual transmission ",,1977
911 Coupe (Type 930),3.0 Turbo Carrera (245 Hp) ,1975,Internal Combustion engine ,Coupe ,4,2,5.5,250,"4.9 kg/Hp, 205 Hp/tonne ","3.5 kg/Nm, 287 Nm/tonne ",245 Hp @ 5500 rpm. ,81.9,343 Nm @ 4000 rpm.,"Rear, Longitudinal ",2993,6,Boxer ,80,4291,1775,1320,Rear wheel drive ,"4 gears, manual transmission ",14-18,1977
911 Targa (G),3.0 SC (188 Hp) ,1979,Internal Combustion engine ,Targa ,4,2,7,225,,,188 Hp @ 5500 rpm. ,62.8,265 Nm @ 4200 rpm.,"Rear, Longitudinal ",2994,6,Boxer ,80,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1980
911 Targa (G),3.0 SC (180 Hp) ,1977,Internal Combustion engine ,Targa ,4,2,7,225,"6.4 kg/Hp, 156.5 Hp/tonne ","4.7 kg/Nm, 213 Nm/tonne ",180 Hp @ 5500 rpm. ,60.1,245 Nm @ 4200 rpm.,"Rear, Longitudinal ",2993,6,Boxer ,80,4291,1652,1340,Rear wheel drive ,"5 gears, manual transmission ",14-16,1979
911 Targa (G),3.0 Carrera (200 Hp) ,1977,Internal Combustion engine ,Targa ,4,2,,,,,200 Hp @ 6000 rpm. ,66.8,255 Nm @ 4200 rpm.,"Rear, Longitudinal ",2993,6,Boxer ,,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1979
911 Targa (G),2.7 S (175 Hp) ,1974,Internal Combustion engine ,Targa ,4,2,,225,"6.1 kg/Hp, 163.6 Hp/tonne ","4.6 kg/Nm, 219.6 Nm/tonne ",175 Hp @ 5800 rpm. ,65.1,235 Nm @ 4000 rpm.,"Rear, Longitudinal ",2687,6,Boxer ,,4291,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1976
911 Targa (G),2.7 (165 Hp) ,1975,Internal Combustion engine ,Targa ,4,2,,215,"6.7 kg/Hp, 150 Hp/tonne ","4.7 kg/Nm, 213.6 Nm/tonne ",165 Hp @ 5800 rpm. ,61.4,235 Nm @ 4000 rpm.,"Rear, Longitudinal ",2687,6,Boxer ,80,4291,1610,1320,Rear wheel drive ,"4 gears, manual transmission ",,1977
911 Targa (G),2.7 (150 Hp) ,1973,Internal Combustion engine ,Targa ,4,2,,210,"7.1 kg/Hp, 140.2 Hp/tonne ","4.6 kg/Nm, 219.6 Nm/tonne ",150 Hp @ 5700 rpm. ,55.8,235 Nm @ 3800 rpm.,"Rear, Longitudinal ",2687,6,Boxer ,,4291,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1975
911 Coupe (G),3.2 Carrera (231 Hp) ,1984,Internal Combustion engine ,Coupe ,4,2,6.1,245,"5.2 kg/Hp, 190.9 Hp/tonne ","4.3 kg/Nm, 234.7 Nm/tonne ",231 Hp @ 5900 rpm. ,73,284 Nm @ 4800 rpm.,"Rear, Longitudinal ",3164,6,Boxer ,85,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Coupe (G),3.2 Carrera CAT (217 Hp) ,1986,Internal Combustion engine ,Coupe ,4,2,6.3,240,"5.6 kg/Hp, 179.3 Hp/tonne ","4.6 kg/Nm, 219 Nm/tonne ",217 Hp @ 5900 rpm. ,68.6,265 Nm @ 4800 rpm.,"Rear, Longitudinal ",3164,6,Boxer ,85,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1989
911 Coupe (G),3.2 Carrera CAT (207 Hp) ,1984,Internal Combustion engine ,Coupe ,4,2,6.5,235,"5.8 kg/Hp, 171.1 Hp/tonne ","4.6 kg/Nm, 216.5 Nm/tonne ",207 Hp @ 5900 rpm. ,65.4,262 Nm @ 4800 rpm.,"Rear, Longitudinal ",3164,6,Boxer ,85,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1987
911 Coupe (G),3.0 SC (204 Hp) ,1980,Internal Combustion engine ,Coupe ,4,2,6.8,235,"5.7 kg/Hp, 175.9 Hp/tonne ","4.3 kg/Nm, 230.2 Nm/tonne ",204 Hp @ 5900 rpm. ,68.1,267 Nm @ 4300 rpm.,"Rear, Longitudinal ",2994,6,Boxer ,80,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1983
911 Coupe (G),3.0 SC (188 Hp) ,1979,Internal Combustion engine ,Coupe ,4,2,7,225,"6.2 kg/Hp, 162.1 Hp/tonne ","4.4 kg/Nm, 228.4 Nm/tonne ",188 Hp @ 5500 rpm. ,62.8,265 Nm @ 4200 rpm.,"Rear, Longitudinal ",2994,6,Boxer ,80,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",,1980
911 Coupe (G),3.0 SC (180 Hp) ,1977,Internal Combustion engine ,Coupe ,4,2,7,220,"6.4 kg/Hp, 155.2 Hp/tonne ","4.4 kg/Nm, 228.4 Nm/tonne ",180 Hp @ 5500 rpm. ,60.1,265 Nm @ 4200 rpm.,"Rear, Longitudinal ",2993,6,Boxer ,85,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",11,1979
